YearMonthKey,ItemCode,ItemDescription,ItemCategory,ItemSize,TotalInventory,Price,StockValue,SnapshotDate
202509,33328,BELVEDERE VODKA  - ORGANIC PURE - 1L,IMPORTED VODKA,1L,330,49.99,16496.7,2025-09-18
202509,54003,R MONDAVI PR SEL PINOT GRIGIO 750ML,AMERICAN WHITE,750ML,108,9.99,1078.92,2025-09-18
202509,239806,STELLA ROSA TROPICAL MANGO - 750ML,ITALIAN WHITE WINE,750ML,216,13.99,3021.84,2025-09-18
202509,242141,SUTTER HOME SWEET RED 1.5L,AMERICAN RED,1.5L,216,14.99,3237.84,2025-09-18
202509,87122,J LOHR SOUTH RIDGE SYR - 750ML (1 Bottle),AMERICAN RED,750ML,228,14.99,3417.7200000000003,2025-09-18
202509,378442,THIERRY DELAUNAY LE GRAND BALLON S/BLC - 750ML,LOIRE VALLEY WINE,750ML,540,14.99,8094.6,2025-09-18
202509,35483,ARISTOCRAT VODKA - 1L,DOMESTIC VODKA,1L,611,10.99,6714.89,2025-09-18
202509,82200,BAREFOOT CEL SWEET RED - 187ML,AMERICAN RED,187ML,432,1.99,859.68,2025-09-18
202509,309406,DREAMING TREE CRUSH RED - 750ML,AMERICAN RED,750ML,180,14.99,2698.2,2025-09-18
202509,28444,BOWMORE'S 12YR ISLAY - 750ML,SINGLE MALT SCOTCH,750ML,72,61.99,4463.28,2025-09-18
202509,80380,J VINEYARDS RR/ SONOMA CHARD - 750ML,AMERICAN WHITE,750ML,48,36.99,1775.52,2025-09-18
202509,10243,OLD GRAND DAD BOURBON 100P - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,22.99,0.0,2025-09-18
202509,91458,DEVILS BACKBONE BOURBON BLACKBERRY SMASH 6/4 CN - 12.0Z (4-Pack),SESSION RTD,4pk,504,13.99,7050.96,2025-09-18
202509,46305,LAYER CAKE CHARD 750ML,AMERICAN WHITE,750ML,240,16.99,4077.5999999999995,2025-09-18
202509,391069,LIBERTY CREEK MER - 1.5L,AMERICAN RED,1.5L,0,10.99,0.0,2025-09-18
202509,27278,DEWAR'S WHITE LABEL SCOTCH - 1.75L,IMPORTED SCOTCH,1.75L,948,40.99,38858.520000000004,2025-09-18
202509,169655,GARRISON BROS SINGLE BARREL BOURBON 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,114.99,0.0,2025-09-18
202509,309402,DREAMING TREE CHARD - 750ML,AMERICAN WHITE,750ML,36,14.99,539.64,2025-09-18
202509,54431,VMC PALOMA - RTD- 355ML CAN - 6/4PK (4-Pack),SESSION RTD,4pk,2616,9.99,26133.84,2025-09-18
202509,296893,19 CRIMES THE UPRISING RED BLEND - 750ML,AUSTRALIAN,750ML,396,12.99,5144.04,2025-09-18
202509,241266,PARADOSSO MONTEPULCIANO D'ABRUZZO - 750ML,ITALIAN RED WINE,750ML,264,11.99,3165.36,2025-09-18
202509,315804,JUAREZ TRIPLE SEC- 60P - 1L,IMPORTED CORDIALS,1L,324,8.99,2912.76,2025-09-18
202509,70129,OLMECA ALTOS TEQ - MARGARITA- RTD - 750ML,TEQUILA,750ML,126,20.99,2644.74,2025-09-18
202509,239610,SUNTORY WHISKY TOKI - 1L,BLENDED WHISKEY,1L,120,47.99,5758.8,2025-09-18
202509,54332,OLD JOE 1818 SMALL BATCH - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,45.99,0.0,2025-09-18
202509,72821,JOSE CUERVO LIGHT MARGARITA MIX -NA - 1.75L,NON-ALCOHOLIC MIXERS,1.75L,198,6.99,1384.02,2025-09-18
202509,55476,JOSE CUERVO AUTHENTIC STRWBRY LIME MARG RTD 1.75L,PRE-MIX COCKTAILS,1.75L,216,14.99,3237.84,2025-09-18
202509,40150,CHRISTIAN BROTHERS BRANDY - 1.75L,DOMESTIC BRANDY,1.75L,0,21.99,0.0,2025-09-18
202509,85456,JUSTIN CAB - 750ML,AMERICAN RED,750ML,252,25.99,6549.48,2025-09-18
202509,81561,ICON BLACKBERRY  - 750ML,AMERICAN WHITE,750ML,96,11.99,1151.04,2025-09-18
202509,297228,POST MERIDIEM COSMOPOLITAN 24/100ML,LIQ BASED RTD,100ML,648,4.99,3233.52,2025-09-18
202509,72069,WOODFORD RESEVE BOURBON W/GLASS - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,38.99,0.0,2025-09-18
202509,49247,DON JULIO TEQUILA - REPOSADO - 750ML,TEQUILA,750ML,3996,55.99,223736.04,2025-09-18
202509,342095,SUTTER HOME SWEET RED - 750ML,AMERICAN RED,750ML,708,9.99,7072.92,2025-09-18
202509,89230,CK MONDAVI CHARD 1.5L,AMERICAN WHITE,1.5L,192,15.99,3070.08,2025-09-18
202509,16365,SAUZA HACIENDA SILVER TEQUILA 1L,TEQUILA,1L,156,22.99,3586.4399999999996,2025-09-18
202509,302798,ANCIENT PEAKS CAB - 750ML,AMERICAN RED,750ML,36,22.99,827.64,2025-09-18
202509,85499,BONTERRA MER (ORGANIC) - 750ML,AMERICAN RED,750ML,288,17.99,5181.12,2025-09-18
202509,171869,SANTA CRISTINA TOSCANA ROSSO - 750ML,ITALIAN RED WINE,750ML,0,16.99,0.0,2025-09-18
202509,312030,HARKEN CHARD - 750ML,AMERICAN WHITE,750ML,108,15.99,1726.92,2025-09-18
202509,88428,BAREFOOT CEL PEACH FRUITSCATO - 750ML,AMERICAN TABLE WINE,750ML,228,7.99,1821.72,2025-09-18
202509,247806,MR & MRS BOURBON WHISKEY (WHITE OAK) PREM QUALITY - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,75.99,0.0,2025-09-18
202509,313269,COLLADO RED - 750ML,SPANISH/PORTUGUESE,750ML,60,9.99,599.4,2025-09-18
202509,70263,ZAYA RUM 6/CS - 750ML,IMPORTED RUM,750ML,0,32.99,0.0,2025-09-18
202509,72202,CANTINA GABRIELE P/GRIG - 750ML,ITALIAN WHITE WINE,750ML,132,17.99,2374.68,2025-09-18
202509,237304,DIPINTI P/GRIG - 750ML,ITALIAN WHITE WINE,750ML,240,14.99,3597.6,2025-09-18
202509,356086,JUGGERNAUT RRV PINOT NOIR - 750ML,AMERICAN RED,750ML,348,19.99,6956.5199999999995,2025-09-18
202509,72050,NEW AMSTERDAM VODKA - WATERMELON - 750ML,DOMESTIC VODKA FLAVORS,750ML,156,11.99,1870.44,2025-09-18
202509,361564,PEERLESS SMALL BATCH BOURBON - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,102.99,0.0,2025-09-18
202509,83957,BAREFOOT CEL P/NOIR - 187ML,AMERICAN RED,187ML,744,1.99,1480.56,2025-09-18
202509,574362,PINHOOK BOURBON FLAGSHIP HP - 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,59.99,0.0,2025-09-18
202509,320974,BARONE MONTALTO P/GRIG 750ML,ITALIAN WHITE WINE,750ML,228,11.99,2733.7200000000003,2025-09-18
202509,83810,CH ST MICH RIESLING - 750ML,AMERICAN WHITE,750ML,2220,15.99,35497.8,2025-09-18
202509,91189,COORS 30PK CAN - 12.0Z,DOMESTIC CAN BEER,12.0Z,319,34.99,11161.810000000001,2025-09-18
202509,91319,CUTWATER GIN COLLINS 6/4 CANS - 12.0Z (4-Pack),LIQ BASED RTD,4pk,1512,12.99,19640.88,2025-09-18
202509,170873,UNDERWOOD ROSE CAN 355ML,WINE CANS,355ML,168,7.99,1342.32,2025-09-18
202509,18886,CUTWATER STRAWBERRY MARGARITA 6/4 CAN - 12.0Z (4-Pack),LIQ BASED RTD,4pk,0,12.99,0.0,2025-09-18
202509,245999,CUVEES DES VALLEES SANCERRE - 750ML,RHONE WHITE WINE,750ML,576,29.99,17274.239999999998,2025-09-18
202509,170249,BROKEN BARREL SMALL BATCH BOURBON 750ML,STRAIGHT BOURBON WHISKEY,750ML,0,34.99,0.0,2025-09-18
202509,13885,LONGEVITY CABERNET SAUVIGNON 750ML,AMERICAN RED,750ML,48,14.99,719.52,2025-09-18
202509,37060,BARTENURA P/GRIG - 750ML,KOSHER,750ML,144,18.99,2734.56,2025-09-18
202509,309089,ZACCAGNINI P/GRIG - 750ML,ITALIAN WHITE WINE,750ML,0,22.99,0.0,2025-09-18
202509,308684,LAUVERJAT VRILLERES SANCERRE - 750ML,LOIRE VALLEY WINE,750ML,84,32.99,2771.1600000000003,2025-09-18
202509,81684,CARLO ROSSI CAL CHARD - 4L,AMERICAN WHITE,4L,56,21.99,1231.4399999999998,2025-09-18
202509,12769,EVAN  WILLIAMS BLACK SOUR MASH 7YR - 1.75L (1 Bottle),SOUR MASH WHISKEY,1.75L,1092,27.99,30565.079999999998,2025-09-18
202509,85650,PETER VELLA BURGUNDY BIB - 5LTR,AMERICAN TABLE WINE,5LTR,128,21.99,2814.72,2025-09-18
202509,18962,DENIZENS HIKE THE ALPS: HEFEWEIZEN 4/6 CANS - 12.0Z (6-Pack),DOMESTIC CAN BEER,6pk,744,11.99,8920.56,2025-09-18
202509,70906,WRITERS TEARS INNISKILLIN WINE CASK 750ML,IRISH WHISKEY,750ML,0,79.99,0.0,2025-09-18
202509,54454,CROWN ROYAL BLACKBERRY - 50ML,CANADIAN WHISKEY,50ML,240,2.99,717.6,2025-09-18
202509,23213,P MASSON BRANDY VS - 375ML,DOMESTIC BRANDY,375ML,576,8.99,5178.24,2025-09-18
202509,84600,BOTA BOX NIGHTHAWK BLACK MALBEC 3L,AMERICAN RED,3L,228,21.99,5013.719999999999,2025-09-18
202509,71385,1800 ULTIMATE LIME MARGARITA 1.75L,PRE-MIX COCKTAILS,1.75L,504,19.99,10074.96,2025-09-18
202509,140570,CHAPOUTIER BELLERUCHE ROGUE 750ML,RHONE RED WINE,750ML,48,17.99,863.52,2025-09-18
202509,70323,MAKER'S MARK 46 - 375ML,STRAIGHT BOURBON WHISKEY,375ML,0,25.99,0.0,2025-09-18
202509,297261,MASTER OF MIXES COCKTAIL ESSENTIALS AGAVE 375ML,NON-ALCOHOLIC MIXERS,375ML,384,3.99,1532.16,2025-09-18
202509,69264,GRAND MARNIER CORDON ROUGE - 50ML,IMPORTED CORDIALS,50ML,1680,4.49,7543.200000000001,2025-09-18
202509,19037,BATCH & BOTTLE MILAGRO MARGARITA RTD 375ML,LIQ BASED RTD,375ML,120,15.99,1918.8,2025-09-18
202509,65838,SCHMITT SOHNE RIES QBA (BLUE) - 750ML,GERMAN WINE,750ML,96,12.99,1247.04,2025-09-18
202509,349462,STELLA ROSA BERRY - 750ML,ITALIAN ROSE WINE,750ML,360,13.99,5036.4,2025-09-18
202509,98744,STELLA ARTOIS 4/6 NR - 11.2Z (6-Pack),IMPORTED BOTTLE BEER,6pk,27792,11.99,333226.08,2025-09-18
202509,77003,ROEDERER EST BRUT 750ML,SPARKLING,750ML,0,38.99,0.0,2025-09-18
202509,328490,ROGER MOREUX SANCERRE TRADITIONAL - 750ML,LOIRE VALLEY WINE,750ML,108,33.99,3670.92,2025-09-18
202509,54519,PENELOPE BOURBON - CELEBRATION PACK - 375ML (3-Pack),STRAIGHT BOURBON WHISKEY,3pk,0,65.99,0.0,2025-09-18
202509,81220,BAREFOOT ON THE GO ROSE - 500ML,AMERICAN BLUSH,500ML,48,4.99,239.52,2025-09-18
202509,42542,MAKER'S MARK 90 BOURBON - 50ML,STRAIGHT BOURBON WHISKEY,50ML,0,3.89,0.0,2025-09-18
202509,70422,CAMARENA TEQUILA - REPOSADO - 1.75L,TEQUILA,1.75L,156,39.99,6238.4400000000005,2025-09-18
202509,334728,RUFFINO PROSECCO - 375ML,ITALIAN WHITE WINE,375ML,0,9.99,0.0,2025-09-18
202509,78068,SIERRA NEVADA HAZY LITTLE THING IPA 4/6 CAN - 12OZ - 12.0Z (6-Pack),DOMESTIC CAN BEER,6pk,23688,10.99,260331.12,2025-09-18
202509,10413,MURPHY GOODE CHARD - 750ML,AMERICAN WHITE,750ML,264,14.99,3957.36,2025-09-18
202509,40177,E&J BRANDY VS - 750ML,DOMESTIC BRANDY,750ML,576,10.99,6330.24,2025-09-18
202509,54439,VIBE - VENDANGE  CHERRY  LIMEADE   -  500ML,AMERICAN TABLE WINE,500ML,144,3.99,574.5600000000001,2025-09-18
202509,239770,WOODBRIDGE ROSE - 750ML,AMERICAN BLUSH,750ML,144,8.99,1294.56,2025-09-18
202509,351452,SHINJU WHISKEY - 750ML,MISCELLANEOUS IMPORTED SPIRITS,750ML,90,56.99,5129.1,2025-09-18
202509,63572,DC BRAU CORE VARIETY 2/12 CANS - 12.0Z (12-Pack),DOMESTIC CAN BEER,12pk,480,21.99,10555.199999999999,2025-09-18
202509,37583,MARQUES DE CACERES RED BLEND (BLUE LABEL) 750ML,SPANISH/PORTUGUESE,750ML,168,13.99,2350.32,2025-09-18
202509,71899,CAPTAIN MORGAN WHITE RUM - 750ML,IMPORTED RUM,750ML,228,15.99,3645.7200000000003,2025-09-18
202509,36030,ABSOLUT VODKA - 80 PROOF - 1L,IMPORTED VODKA,1L,576,34.99,20154.24,2025-09-18
202509,361148,MONTE ALBAN SILVER - 750ML,TEQUILA,750ML,156,13.99,2182.44,2025-09-18
202509,24252,CHIVAS REGAL 18YR - 750ML,IMPORTED SCOTCH,750ML,78,82.99,6473.219999999999,2025-09-18
202509,300485,ROUTE STOCK CAB 750ML,AMERICAN RED,750ML,156,31.99,4990.44,2025-09-18
202509,42026,JORDAN ALEX VLY CAB - 750ML,AMERICAN RED,750ML,432,59.99,25915.68,2025-09-18
202509,312519,SIDURI P/NOIR WILLAMETTE VLY - 750ML,AMERICAN RED,750ML,564,26.99,15222.359999999999,2025-09-18
202509,79354,JOSE CUERVO AUTHENTIC LIGHT MARG - 1.75L,PRE-MIX COCKTAILS,1.75L,210,14.99,3147.9,2025-09-18
202509,236068,LEGADO DEL MONCAYO GARNACHA ROSE - 750ML,SPANISH/PORTUGUESE,750ML,108,11.99,1294.92,2025-09-18
202509,35262,SMIRNOFF VODKA 100P - 750ML,DOMESTIC VODKA,750ML,216,16.99,3669.8399999999997,2025-09-18
202509,18960,DENIZENS HIKE THE ALPS: MARZEN 4/6 CANS - 12.0Z (6-Pack),DOMESTIC CAN BEER,6pk,384,11.99,4604.16,2025-09-18
202509,21920,CYT FRONTERA CARMENERE - 1.5L,CHILE,1.5L,1530,10.99,16814.7,2025-09-18
202509,82256,CARLO ROSSI SWEET RED - 4L,AMERICAN RED,4L,80,19.99,1599.1999999999998,2025-09-18
202509,47129,BLUECOAT GIN - 750ML,IMPORTED GIN,750ML,0,23.99,0.0,2025-09-18
202509,89535,BLACK BOX DEEP & DARK CAB - 500ML,AMERICAN RED,500ML,168,3.99,670.32,2025-09-18
202509,14435,DC BRAU FULL TRANSPARENCY CRUSH VARIETY 2/12 CN - 12.0Z (12-Pack),MALT BASED SELTZER,12pk,0,17.17,0.0,2025-09-18
202509,313089,DFJ VINHOS PAXIS RED - 750ML,SPANISH/PORTUGUESE,750ML,108,14.99,1618.92,2025-09-18
202509,88447,LOUIS MARTINI NAPA VALLEY CAB - 750ML,AMERICAN RED,750ML,0,49.99,0.0,2025-09-18
202509,87386,KORBEL BRUT ROSE - 750ML,SPARKLING,750ML,300,17.99,5396.999999999999,2025-09-18
202509,348406,HUGL WEINE GRUNER VELT - 1L,MISCELLANEOUS IMPORTED WINE,1L,72,15.99,1151.28,2025-09-18
202509,16837,BOTA BOX BREEZE SAUVIGNON BLANC 3L,AMERICAN TABLE WINE,3L,162,21.99,3562.3799999999997,2025-09-18
202509,47171,SOUTHERN COMFORT 70P - 1.75L,DOMESTIC CORDIALS,1.75L,102,25.99,2650.98,2025-09-18
202509,349242,BERINGER BBN BRL AGD CAB - 750ML,AMERICAN RED,750ML,192,16.99,3262.08,2025-09-18
202509,22691,CORBETT CANYON P/GRIG - 3L,AMERICAN WHITE,3L,114,20.99,2392.8599999999997,2025-09-18
202509,94390,SIERRA NEVADA PALE ALE 4/6 NR - 12.0Z (6-Pack),DOMESTIC BOTTLE BEER,6pk,13392,10.99,147178.08000000002,2025-09-18
202509,297630,MONTGRAVET GSM 750ML,FRANCE-OTHER,750ML,168,12.99,2182.32,2025-09-18
202509,35327,GILBEY'S VODKA - 750ML,DOMESTIC VODKA,750ML,1032,6.99,7213.68,2025-09-18
202509,240593,MENAGE A TROIS SWEET COLLECTION DOLCE RED - 750ML,AMERICAN TABLE WINE,750ML,216,13.99,3021.84,2025-09-18
202509,82580,SANTA CRISTINA P/GRIG - 750ML,ITALIAN WHITE WINE,750ML,156,17.99,2806.4399999999996,2025-09-18
202509,11860,ELIJAH CRAIG BOURBON SMALL BATCH 94P - 750ML,STRAIGHT BOURBON WHISKEY,750ML,492,29.99,14755.08,2025-09-18
202509,334750,CAVICCHIOLI 1928 PROSECCO - 750ML,ITALIAN WHITE WINE,750ML,276,15.99,4413.24,2025-09-18
202509,80093,NOBLE VINES 667 P/NOIR - 750ML,AMERICAN RED,750ML,228,13.99,3189.7200000000003,2025-09-18
202509,14028,ELIJAH CRAIG BOURBON - 1.75L,STRAIGHT BOURBON WHISKEY,1.75L,78,58.99,4601.22,2025-09-18
202509,346108,CUPCAKE SPK ROSE - 750ML,SPARKLING,750ML,612,16.99,10397.88,2025-09-18
202509,73016,CRUZ GARCIA REAL SANGRIA RED 750ML,SPANISH/PORTUGUESE,750ML,216,10.99,2373.84,2025-09-18
202509,249014,19 CRIMES CALI ROSE - 750ML,AMERICAN TABLE WINE,750ML,180,14.99,2698.2,2025-09-18
202509,84905,LINGANORE PEACH - 750ML,AMERICAN TABLE WINE,750ML,60,13.99,839.4,2025-09-18
202509,81057,PETER VELLA MOSCATO SANGRIA - 5L,AMERICAN RED,5L,16,18.99,303.84,2025-09-18
202509,80497,MARKHAM S/BLC - 750ML,AMERICAN WHITE,750ML,156,20.99,3274.4399999999996,2025-09-18
202509,81663,R MONDAVI PR SEL CAB 1.5L,AMERICAN RED,1.5L,0,21.99,0.0,2025-09-18
202509,54508,DON JULIO TEQUILA - 70TH ANIV - ART BOX - 750ML,TEQUILA,750ML,0,62.99,0.0,2025-09-18
202509,169916,MICRO COSME BLANC 750ML,FRENCH WHITE WINE,750ML,156,19.99,3118.4399999999996,2025-09-18
202509,84895,BAREFOOT CEL MALBEC - 1.5L (1 Bottle),ARGENTINA,1.5L,108,14.99,1618.92,2025-09-18
202509,72556,YELLOWSTONE SELECT KY STRAIT BOURBON - 750ML,STRAIGHT BOURBON WHISKEY,750ML,144,39.99,5758.56,2025-09-18
202509,38091,MONTEZUMA TEQUILA - GOLD - 1.75L,TEQUILA,1.75L,1506,24.99,37634.939999999995,2025-09-18
202509,88250,MR BLACK COLD BREW COFFEE LIQUEUR - 750ML,IMPORTED CORDIALS,750ML,0,29.99,0.0,2025-09-18
202509,11019,CHLOE PROSECCO - 750ML,SPARKLING,750ML,468,15.99,7483.32,2025-09-18
202509,72402,KETEL ONE BOTANICAL CUCUMBER & MINT - 750ML,IMPORTED VODKA FLAVORS,750ML,612,27.99,17129.879999999997,2025-09-18
202509,72621,COUSINO MACUL ANTIGUAS CAB - 750ML,CHILE,750ML,108,22.99,2482.9199999999996,2025-09-18
202509,340013,COLIMORO MONT-ABRZ - 750ML,ITALIAN RED WINE,750ML,372,10.99,4088.28,2025-09-18
202509,88692,ESTANCIA  MERLOT - 750ML,AMERICAN RED,750ML,96,14.99,1439.04,2025-09-18
202509,400424,ANGELINE CAL P/NOIR - 750ML,AMERICAN RED,750ML,564,15.99,9018.36,2025-09-18
202509,79693,NOILLY PRATT SWEET VERMOUTH - 750ML,VERMOUTH,750ML,792,15.99,12664.08,2025-09-18
202509,70104,NEW AMSTERDAM STRATUSPHERE GIN (SILVER LABEL) - 750ML,IMPORTED GIN,750ML,276,16.99,4689.24,2025-09-18
202509,98655,PAULANER HEFEWEIZEN NR - 12.0Z (6-Pack),IMPORTED BOTTLE BEER,6pk,3264,14.99,48927.36,2025-09-18
202509,50318,1800 TEQUILA SILVER 750ML,TEQUILA,750ML,1272,32.99,41963.280000000006,2025-09-18
202509,39934,STERLING VNT COLL S/BLC - 750ML (1 Bottle),AMERICAN WHITE,750ML,372,16.99,6320.28,2025-09-18
202509,54528,HIGH NOON SUN SIPS TEQUILA LIME  - 6X4PK  - 355ML (4-Pack),SESSION RTD,4pk,744,11.99,8920.56,2025-09-18
202509,396508,DIBON CAVA BRUT RES NV - 750ML,SPANISH/PORTUGUESE,750ML,444,15.99,7099.56,2025-09-18
202509,69890,IMPERO PINOT GRIGIO TREB ALATRI 750ML,MISCELLANEOUS IMPORTED WINE,750ML,132,10.99,1450.68,2025-09-18
202509,171894,HAMPDEN ESTATE GREAT HOUSE RUM 2024 - 750ML,IMPORTED RUM,750ML,0,119.99,0.0,2025-09-18
202509,42282,FEVER TREE LIGHT PREM TONIC WATER 6/4PK - 200ML (4-Pack),NON-ALCOHOLIC MIXERS,4pk,2136,7.99,17066.64,2025-09-18
202509,84656,FREI BROTHERS CAB - 750ML,AMERICAN RED,750ML,132,20.99,2770.68,2025-09-18
202509,170411,HAPPY MOMMY DATE NIGHT WHITE CHARD 750ML,AMERICAN WHITE,750ML,168,19.99,3358.3199999999997,2025-09-18
202509,42655,CODIGO 1530 MEZCAL ARTESANAL - 750ML,TEQUILA,750ML,0,67.99,0.0,2025-09-18
202509,41351,RAYNAL BRANDY VSOP - 750ML,IMPORTED BRANDY,750ML,144,13.99,2014.56,2025-09-18
202509,361412,TEN TO ONE CARIBBEAN WHITE RUM - 750ML,IMPORTED RUM,750ML,66,31.99,2111.3399999999997,2025-09-18
202509,127388,JACKSON TRIGGS VIDAL ICE 187ML,MISCELLANEOUS IMPORTED WINE,187ML,0,44.99,0.0,2025-09-18
202509,378074,PALA SOPRASOLE VERMENTINO DI SARDEGNA - 750ML,ITALIAN WHITE WINE,750ML,204,21.99,4485.96,2025-09-18
202509,49468,WOODBRIDGE P/NOIR - 1.5L,AMERICAN RED,1.5L,0,15.99,0.0,2025-09-18
202509,76008,TITO'S HANDMADE VODKA - 200ML,DOMESTIC VODKA,200ML,1056,8.99,9493.44,2025-09-18
202509,311544,ARIEL CAB NA - 750ML,NON-ALCOHOLIC WINE,750ML,156,11.99,1870.44,2025-09-18
202509,15709,DOM CARNEROS BRUT CHAMP - 750ML,CHAMPAGNE,750ML,252,36.99,9321.480000000001,2025-09-18
202509,319262,CANYON ROAD P/GRIG - 1.5L,AMERICAN WHITE,1.5L,12,13.99,167.88,2025-09-18
202509,96679,GROLSCH LAGER 4/6 NR - 12.0Z (6-Pack),IMPORTED BOTTLE BEER,6pk,3384,10.99,37190.16,2025-09-18
202509,42255,ON THE ROCKS EFFEN VODKA COSMOPOLITAN RTD 375ML,LIQ BASED RTD,375ML,444,12.99,5767.56,2025-09-18
202509,56588,ABERFELDY 12YR SINGLE MALT - 750ML,SINGLE MALT SCOTCH,750ML,132,55.99,7390.68,2025-09-18
202509,89539,TAYLOR BLACK PORT 1.5L,PORT,1.5L,42,19.99,839.5799999999999,2025-09-18
202509,246427,STATESIDE VODKA SODA & BLACK CHERRY 6/4PK RTD 12OZ CAN - 12.0Z (4-Pack),SESSION RTD,4pk,3768,8.99,33874.32,2025-09-18
202509,74365,JOSE CUERVO TEQUILA TRADICIONAL REPOSADO - 750ML (1 Bottle),TEQUILA,750ML,180,28.99,5218.2,2025-09-18
202509,82163,CLOS DU BOIS MER - 750ML,AMERICAN RED,750ML,120,11.99,1438.8,2025-09-18
202509,48782,LUC BELAIRE RARE ROSE - 750ML,CHAMPAGNE,750ML,42,33.99,1427.5800000000002,2025-09-18
202509,18830,K JACKSON GRAND RES CHARD - 750ML,AMERICAN WHITE,750ML,576,21.99,12666.24,2025-09-18
202509,342446,MARTELL BLUE SWIFT - 750ML,COGNAC,750ML,168,53.99,9070.32,2025-09-18
202509,59323,1792 SMALL BATCH RESERVE - 750ML,STRAIGHT BOURBON WHISKEY,750ML,480,29.99,14395.199999999999,2025-09-18
202509,166304,PROPHECY ROSE - 750ML,FRENCH BLUSH,750ML,204,12.99,2649.96,2025-09-18
202509,30104,BOWMAN'S GIN - 1L,IMPORTED GIN,1L,576,7.99,4602.24,2025-09-18
202509,35475,ARISTOCRAT VODKA - 1.75L,DOMESTIC VODKA,1.75L,60,14.99,899.4,2025-09-18
202509,47988,MATUA VALLEY S/BLC - 750ML,NEW ZEALAND,750ML,2940,15.99,47010.6,2025-09-18
202509,35831,SMIRNOFF VODKA - 1L,DOMESTIC VODKA,1L,492,17.99,8851.08,2025-09-18
202509,11088,EVAN WILLIAMS BLACK SOUR MASH 7YR - 750ML,SOUR MASH WHISKEY,750ML,828,12.99,10755.72,2025-09-18
202509,244904,JOSH CELLARS PROSECCO ROSE 750ML,ITALIAN ROSE WINE,750ML,312,17.99,5612.879999999999,2025-09-18
202509,17315,CUTWATER ESPRESSO MARTINI 6/4 CAN - 12.0Z (4-Pack),LIQ BASED RTD,4pk,3720,12.99,48322.8,2025-09-18
202509,41916,FEVER TREE GINGER BEER 6/4PK - 200ML (4-Pack),NON-ALCOHOLIC MIXERS,4pk,6960,7.99,55610.4,2025-09-18
202509,237260,TOLAINI AL PASSO RED - 750ML (1 Bottle),ITALIAN RED WINE,750ML,468,23.99,11227.32,2025-09-18
202509,40290,E&J BRANDY VS - 200ML,DOMESTIC BRANDY,200ML,384,3.99,1532.16,2025-09-18
202509,32361,HAN JAN LYCHEE 375ML,MISCELLANEOUS IMPORTED WINE,375ML,340,9.99,3396.6,2025-09-18
202509,97667,BECKS 2/12 NR - 12.0Z (12-Pack),IMPORTED BOTTLE BEER,12pk,8232,19.99,164557.68,2025-09-18
202509,23841,PAUL MASSON BRANDY VS - 1.75L,DOMESTIC BRANDY,1.75L,780,16.99,13252.199999999999,2025-09-18
202509,23905,MILLER LITE LOOSE HIGH GRAPHIC-NR - 12.0Z,DOMESTIC BOTTLE BEER,12.0Z,33,32.99,1088.67,2025-09-18
202509,325456,CH LOUMELAT RED BORD - 750ML,RED BORDEAUX WINE,750ML,324,21.99,7124.759999999999,2025-09-18
202509,13650,DUCKHORN VYDS NAPA CAB - 750ML,AMERICAN RED,750ML,168,71.99,12094.32,2025-09-18
202509,25394,NB FAT TIRE 2/12 NR - 12.0Z (12-Pack),DOMESTIC BOTTLE BEER,12pk,6744,22.99,155044.56,2025-09-18
202509,7757,NATURAL LT-30PK CAN - 12.0Z,DOMESTIC CAN BEER,12.0Z,1196,30.99,37064.04,2025-09-18
202509,42894,HORNITOS PLATA 750ML,TEQUILA,750ML,936,25.99,24326.64,2025-09-18
202509,89075,SVEDKA BANANA VODKA - 750ML,DOMESTIC VODKA FLAVORS,750ML,0,12.99,0.0,2025-09-18
202509,5932,MODELO ESPECIAL 4/6 NR - 12.0Z (6-Pack),IMPORTED BOTTLE BEER,6pk,52074,10.99,572293.26,2025-09-18
202509,18647,NUTRL PINEAPPLE RTD 6/4 CAN - 12.0Z (4-Pack),SESSION RTD,4pk,3696,9.99,36923.04,2025-09-18
202509,85196,ANDRE STRAWBERY MIMOSA -375ML - CAN,WINE BASED SELTZER,375ML,204,4.99,1017.96,2025-09-18
202509,66975,SIERRA NEVADA TRAIL PASS VP  NA 2/12 CAN - 12.0Z (12-Pack),DOMESTIC CAN BEER,12pk,2976,19.99,59490.24,2025-09-18
202509,12740,SVEDKA BLUE RASPBERRY VODKA - 1.75L,IMPORTED VODKA FLAVORS,1.75L,162,20.99,3400.3799999999997,2025-09-18
202509,350140,TIROLIRO VINHO VERDE WHITE - 750ML,SPANISH/PORTUGUESE,750ML,192,11.99,2302.08,2025-09-18
202509,240852,IL CASATO P/GRIG VALDADIGE - 750ML,ITALIAN WHITE WINE,750ML,84,16.99,1427.1599999999999,2025-09-18
202509,88307,CARLO ROSSI PAISANO - 1.5L,AMERICAN TABLE WINE,1.5L,60,9.99,599.4,2025-09-18
