"Date","Item","Item description","Quantity","Unit Of Measure"
"06/13/0025","359582","RANCHO LA GLORIA MANGO MARGARITA - 750ML","1","BTL"
"06/13/0025","312703","SCARLET OF PARIS P/NOIR - 750ML","1","BTL"
"06/13/0025","240594","MENAGE A TROIS SWEET COLLECTION MOSCATO - 750ML","2","BTL"
"06/13/0025","76791","MEZZACORONA P/GRIG - 1.5L","7","BTL"
"06/13/0025","238362","YZAGUIRRE LA AUTENTICA ROJO VERMOUTH - 1L","1","BTL"
"06/13/0025","88293","CARLO ROSSI PAISANO - 4L","5","BTL"
"06/13/0025","296884","VEUVE DU VERNAY ICE ROSE - 750ML","2","BTL"
"06/13/0025","80657","CYT FRONTERA CAB - 750ML","6","BTL"
"06/13/0025","237278","KOHA SAUV BLANC - 750ML","11","BTL"
"06/13/0025","361744","AUSTIN PASO ROBLES CAB - 750ML","2","BTL"
"06/13/0025","19003","BLACKSTONE CALIF MER - 750ML","18","BTL"
"06/13/0025","82546","FRANZIA WH/ZIN BIB - 5L","16","BTL"
"06/13/0025","87360","KORBEL BRUT CHAMPAGNE - 750ML","1","BTL"
"06/13/0025","83337","BOTA BOX-MER(3/CS) - 3L","4","BTL"
"06/13/0025","337667","EL ENEMIGO MALB - 750ML","3","BTL"
"06/13/0025","84678","APOTHIC CAL RED BLEND - 750ML","8","BTL"
"06/13/0025","16454","ROMULO MALBEC 750ML","2","BTL"
"06/13/0025","313642","ANCIANO NO.7 RIOJA RESERVA 750ML","2","BTL"
"06/13/0025","140570","CHAPOUTIER BELLERUCHE ROGUE 750ML","12","BTL"
"06/13/0025","41525","LAYER CAKE SHZ - 750ML","12","BTL"
"06/13/0025","82251","CROSSING NEW ZELAND S/BLC - 750ML","1","BTL"
"06/13/0025","58572","GRAHAMS LBV PORT - 750ML","12","BTL"
"06/13/0025","72621","COUSINO MACUL ANTIGUAS CAB - 750ML","4","BTL"
"06/13/0025","352976","HAN JAN PEACH - 375ML","6","BTL"
"06/13/0025","80246","MD 20/20 ELECTRIC MELON - 750ML","1","BTL"
"06/13/0025","430498","CHOCOVINE - 750ML","7","BTL"
"06/13/0025","77143","MARKHAM MER NAPA VALLEY - 750ML","2","BTL"
"06/13/0025","234148","CH LE SEUIL DE MAZEYRES - 750ML","6","BTL"
"06/13/0025","171172","MINUTE MAID LIME MARGARITA 6/4 PKS 200ML","2","BTL"
"06/13/0025","11019","CHLOE PROSECCO - 750ML","1","BTL"
"06/13/0025","333992","LIVE A LOT REALLY RAVISHING RED - 3L","4","BTL"
"06/13/0025","89534","LA MARCA PROSECCO -ROSE -   3 PK - 187ML","24","BTL"
"06/13/0025","87211","TOTTS BRUT CHAMPAGNE - 750ML","13","BTL"
"06/13/0025","236064","DAL MASO CHARD FRIZZANTE - 750ML","12","BTL"
"06/13/0025","323821","MENDOZA VYDS MALBEC 1907 - 750ML","3","BTL"
"06/13/0025","346618","LINGANORE MOUNTAIN SWEET RED - 750ML","2","BTL"
"06/13/0025","88549","LIQS STRAWBERRY MARGARITA -RTD -  1.5l","0","BTL"
"06/13/0025","47786","CARPANO ANTICA FORMULA VERM - 1L","2","BTL"
"06/13/0025","237264","DONNA LAURA ALI TOSCANA RED - 750ML","19","BTL"
"06/13/0025","62734","IMPERO PREMIUM CABERNET 750ML","1","BTL"
"06/13/0025","349218","FRANZIA ROSE  - 5L","4","BTL"
"06/13/0025","166332","ROSCATO DARK RED BLEND - 750ML","6","BTL"
"06/13/0025","360392","LAS PERDICES MAL - 750ML","22","BTL"
"06/13/0025","378148","PETER ZEMMER P/GRIGIO - 750ML","1","BTL"
"06/13/0025","344416","90+ CELLARS LOT 50 PROSECCO - 187ML","24","BTL"
"06/13/0025","320489","MIKULSKI 1ER GENEVRIES - 750ML","1","BTL"
"06/13/0025","360100","STELLA ROSA TROPICAL MANGO CAN - 250ML","24","BTL"
"06/13/0025","435791","VILLA MARIA PRIVATE BIN S/BLC - 750ML","13","BTL"
"06/13/0025","87312","DARK HORSE BIG BOLD RED - 750ML","23","BTL"
"06/13/0025","355386","LOUIS MOREAU CHABLIS - 750ML","1","BTL"
"06/13/0025","305536","RUFFINO PROSECCO - 750ML","4","BTL"
"06/13/0025","240916","J DE VILLEBOIS SANCERRE - 750ML","1","BTL"
"06/13/0025","85308","FRANZIA CRISP WHITE BIB - 5L","38","BTL"
"06/13/0025","332316","PODERE CASTORANI MONTPUL D'ABRU - 750ML","2","BTL"
"06/13/0025","248097","DAILYS SMASH BLACKBERRY - 10 OZ","1","BTL"
"06/13/0025","319659","TY KU SILVER JUNMAI SAKE - 720ML","4","BTL"
"06/13/0025","297202","BLOODROOT PINOT NOIR 750ML","3","BTL"
"06/13/0025","312189","90+ CELLARS LOT 33 LANG ROSE - 750ML","1","BTL"
"06/13/0025","70025","CYT CASILLERO DEL DIABLO MER - 750ML","1","BTL"
"06/13/0025","237726","DONNA LAURA ALI SANG TOSCANA ROSE - 750ML","2","BTL"
"06/13/0025","340492","TEPERBERG RED MOSCATO - 750ML","7","BTL"
"06/13/0025","64297","TRAMBUSTI ORIGO SUPERTUSCAN 750ML","6","BTL"
"06/13/0025","85432","LA MARCA PROSECCO - 187ML","49","BTL"
"06/13/0025","83148","SUTTER HOME MOSCATO - 1.5L","10","BTL"
"06/13/0025","52272","WORTHY CAB - 750ML","12","BTL"
"06/13/0025","21164","BOGLE CAB - 750ML","9","BTL"
"06/13/0025","57975","PRESIDENTIAL 10YR TAWNY PORT - 750ML","1","BTL"
"06/13/0025","247131","UPTOWN WINE COCKTAILS CARIBBEAN PUNCH - 1.5L","5","BTL"
"06/13/0025","139890","SANTA JULIA OAK RES MAL - 750ML","12","BTL"
"06/13/0025","83855","BAREFOOT CEL ROSE - 1.5L","2","BTL"
"06/13/0025","232660","ATLANTIQUE ROSE - 750ML","1","BTL"
"06/13/0025","235130","HOUSE WINE ROSE BUBBLES CAN     895339 - 355ML","1","BTL"
"06/13/0025","315402","STELLAR ORGANICS MER - 750ML","2","BTL"
"06/13/0025","27456","BOGLE S/BLC - 750ML","1","BTL"
"06/13/0025","353138","LA FONT DU LOUP CDR ROUGE - 750ML","3","BTL"
"06/13/0025","246521","BODEGA LANZAGE CORREINTE RED - 750ML","12","BTL"
"06/13/0025","80152","TAYLOR PORT - 3L","1","BTL"
"06/13/0025","310410","MOLINOS DE DULCINEA RED BIB - 5L","4","BTL"
"06/13/0025","321392","CARPINETO DOGAJOLO ROSSO - 750ML","11","BTL"
"06/13/0025","242006","DIATOM SANTA BARBARA CHARD - 750ML","12","BTL"
"06/13/0025","63989","COOPER'S HAWK WINTER WHITE 750ML","1","BTL"
"06/13/0025","84697","HESS MONTEREY CHARD - 750ML","25","BTL"
"06/13/0025","300012","CH D'ESCLANS WHISPERING ANGEL - 750ML","27","BTL"
"06/13/0025","313089","DFJ VINHOS PAXIS RED - 750ML","1","BTL"
"06/13/0025","340441","Z ALEXANDER BROWN RED BLEND - 750ML","2","BTL"
"06/13/0025","346097","CHLOE ROSE - 750ML","0","BTL"
"06/13/0025","84850","PIPER HEIDSIECK BRUT NV 750ML","12","BTL"
"06/13/0025","85367","COPPOLA DIAMOND MER - 750ML","1","BTL"
"06/13/0025","427054","MATCHBOOK MAX PACK CHARD - 750ML","7","BTL"
"06/13/0025","71048","CAVALIERE D'ORO GABBIANO CHIANTI CLASSICO - 750ML","34","BTL"
"06/13/0025","68334","BOTA BOX NIGHTHAWK BLACK LUSH PINOT NOIR 3L","45","BTL"
"06/13/0025","63903","LUNA NUDA PROSECCO 750ML","1","BTL"
"06/13/0025","407828","PONGA S/BLC - 750ML","2","BTL"
"06/13/0025","80195","TAYLOR PORT - 1.5L","14","BTL"
"06/13/0025","341702","ALAIN DE LA TREILLE VOUV 15 - 750ML","1","BTL"
"06/13/0025","56936","CARMEL ROAD P/NOIR - 750ML","1","BTL"
"06/13/0025","89257","MIRASSOU CHARD - 750ML","1","BTL"
"06/13/0025","68144","MELILLO SWEET MARSALA 12/C - 500ML","3","BTL"
"06/13/0025","85979","SIMI CAB - 750ML","13","BTL"
"06/13/0025","13650","DUCKHORN VYDS NAPA CAB - 750ML","1","BTL"
"06/13/0025","72010","LINDEMANS BIN 45 CAB - 1.5L","4","BTL"
"06/13/0025","368844","BOUSQUET CHARDONNAY VIRGEN - 750ML","1","BTL"
"06/13/0025","301204","CUPCAKE PROSECCO - 750ML","13","BTL"
"06/13/0025","240920","IN SHEEP'S CLOTHING CAB - 750ML","2","BTL"
"06/13/0025","378721","MCBRIDE SISTERS BLACK GIRL MAGIC SPARK BRUT - 750ML","1","BTL"
"06/13/0025","84674","ELOUAN P/NOIR - 750ML","2","BTL"
"06/13/0025","419818","BELLINI VIN SANTO CHN - 500ML","5","BTL"
"06/13/0025","128090","SANTA JULIA OAK RES CAB - 750ML","13","BTL"
"06/13/0025","34541","CRISTALINO BRUT - 750ML","12","BTL"
"06/13/0025","89575","TRIBUNO DRY VERMOUTH - 1L","0","BTL"
"06/13/0025","322348","TRUE MYTH CHARD - 750ML","2","BTL"
"06/13/0025","60844","CH DU BOUSQUET COTES DE BOURG - 750ML","1","BTL"
"06/13/0025","89206","MIRASSOU CAB - 750ML","1","BTL"
"06/13/0025","247870","BUZZBALLZ CHILLERS BIGGIES LIME 'RITA - 1.5L","5","BTL"
"06/13/0025","13960","CASAL GARCIA VINHO VERDE BRANCO - 750ML","1","BTL"
"06/13/0025","312830","OPICI SANGRIA RED - 1.5L","1","BTL"
"06/13/0025","333953","STELLA ROSA ROSSO - 750ML","2","BTL"
"06/13/0025","52108","YELLOW TAIL CAB - 1.5L","8","BTL"
"06/13/0025","179426","CANYON ROAD CAB - 750ML","13","BTL"
"06/13/0025","73555","BERINGER WH/ZIN - 1.5L","6","BTL"
"06/13/0025","60011","B&G VOUVRAY - 750ML","1","BTL"
"06/13/0025","166501","RANCHO LA GLORIA RTD STRAWBERRY WINE COCKTAIL  - 750ML","12","BTL"
"06/13/0025","14024","THREE FINGER JACK RUM BARREL RED 750ML","1","BTL"
"06/13/0025","248080","JOSH CELLARS SEASWEPT SAUV BLC P/GRIGIO - 750ML","2","BTL"
"06/13/0025","83759","BAREFOOT BUBBLY MOSCATO SPUMANTE - 750ML","13","BTL"
"06/13/0025","81767","YELLOW TAIL S/BLC - 1.5L","1","BTL"
"06/13/0025","240844","BUZZBALLZ CHILLERS HORCHATA 24/CS - 187ML","3","BTL"
"06/13/0025","170944","JUGGERNAUT SAUV BLANC 750ML","1","BTL"
"06/13/0025","57045","PERRIN RES CDR RED - 750ML","1","BTL"
"06/13/0025","356442","HAN JAN GRAPE - 375ML","22","BTL"
"06/13/0025","317711","CARMINA PROSECCO LOGGIO EX/DRY - 750ML","1","BTL"
"06/13/0025","81666","CARLO ROSSI CAL CAB - 4L","5","BTL"
"06/13/0025","80004","SUTTER HOME MOSCATO - 750ML","2","BTL"
"06/13/0025","306660","ROQUESANTE RSE - 750ML","4","BTL"
"06/13/0025","80738","BAREFOOT CEL S/BLC - 750ML","14","BTL"
"06/13/0025","243675","CH LES GRAVETTES RED BORD SUP - 750ML","1","BTL"
"06/13/0025","70076","MURPHY GOODE MER - 750ML","12","BTL"
"06/13/0025","378442","THIERRY DELAUNAY LE GRAND BALLON S/BLC - 750ML","13","BTL"
"06/13/0025","56456","BOGLE MER - 750ML","4","BTL"
"06/13/0025","313969","BAREFOOT CEL PINK MOSCATO - 1.5L","13","BTL"
"06/13/0025","376949","HAYES RANCH CAB - 750ML","9","BTL"
"06/13/0025","371600","RANCHO LA GLORIA LIME MARGARITA - 1.5L","4","BTL"
"06/13/0025","170786","SEAN MINOR CA SERIES SAUV BLANC 750ML","1","BTL"
"06/13/0025","63070","CH SAINT SULPICE ROUGE - 750ML","18","BTL"
"06/13/0025","296954","MANISCHEWITZ ELIJAH MOSCATO  - 750ML","1","BTL"
"06/13/0025","371108","STONELEIGH MARLBOROGH SAUVIGNON BLANC - 750ML","4","BTL"
"06/13/0025","232044","CONCRETE CAB - 750ML","19","BTL"
"06/13/0025","312030","HARKEN CHARD - 750ML","24","BTL"
"06/13/0025","166733","MAISON NO. 9 ROSE - 750ML","1","BTL"
"06/13/0025","84707","MOET & CHANDON IMPERIAL - 750ML - GB","8","BTL"
"06/13/0025","83399","K JACKSON VINT RES CHARD - 750ML","25","BTL"
"06/13/0025","378977","BUZZBALLZ CHILLERS ESPRESSO MARTINI 24/CS - 187ML","59","BTL"
"06/13/0025","79081","MARTINI & ROSSI ASTI - 750ML","5","BTL"
"06/13/0025","84251","BAREFOOT CEL RED MOSCATO - 750ML","12","BTL"
"06/13/0025","236128","KRONE BOREALIS VINTAGE CUV ROSE BRUT - 750ML","1","BTL"
"06/13/0025","83097","R STRONG CHARLOTTE S/BLC - 750ML","12","BTL"
"06/13/0025","408948","LA MARINA C' GASCOGNE CUV OCEANE - 750ML","1","BTL"
"06/13/0025","81665","19 CRIMES THE BANISHED RED BLEND - 750ML","13","BTL"
"06/13/0025","20745","WOODBRIDGE P/GRIG - 1.5L","6","BTL"
"06/13/0025","86142","WOODBRIDGE S/BLC - 1.5L","4","BTL"
"06/13/0025","83178","K JACKSON VINT RES MER - 750ML","11","BTL"
"06/13/0025","175501","BOGLE CHARD - 750ML","2","BTL"
"06/13/0025","244000","LA MADRID AGRELO MALBEC SINGLE VYD - 750ML","2","BTL"
"06/13/0025","39934","STERLING VNT COLL S/BLC - 750ML","12","BTL"
"06/13/0025","303852","L LATOUR GRD ARD CHARD MON AMI - 750ML","1","BTL"
"06/13/0025","80783","COPPOLA DIAM IVORY LABEL CAB - 750ML","4","BTL"
"06/13/0025","319036","SUTTER HOME PINK MOSCATO - 1.5L","27","BTL"
"06/13/0025","49468","WOODBRIDGE P/NOIR - 1.5L","2","BTL"
"06/13/0025","21202","TRAPICHE OAK CASK MALBEC - 750ML","12","BTL"
"06/13/0025","337013","ISOLA BIANCO ALCESTI - 750ML","1","BTL"
"06/13/0025","320886","LE JADE S/BLC - 750ML","3","BTL"
"06/13/0025","349165","SHILOH MOSAIC PRIVILEGE - 750ML","1","BTL"
"06/13/0025","318831","CAVIT CHARD - 750ML","1","BTL"
"06/13/0025","85971","BAREFOOT BUBBLY PINK MOSCATO - 750ML","1","BTL"
"06/13/0025","81811","YELLOW TAIL P/NOIR - 1.5L","14","BTL"
"06/13/0025","171125","LA CREMA SONOMA CAB 750ML","1","BTL"
"06/13/0025","333449","K JACKSON VINT RES P/GRIS - 750ML","1","BTL"
"06/13/0025","242141","SUTTER HOME SWEET RED - 1.5L","12","BTL"
"06/13/0025","81603","CAYMUS NAPA VALLEY 50TH ANNIVERSARY CAB '22 - 750ML","17","BTL"
"06/13/0025","54003","R MONDAVI PR SEL PINOT GRIGIO 750ML","3","BTL"
"06/13/0025","80583","APOTHIC CAL INFERNO RED BLEND - 750ML","17","BTL"
"06/13/0025","48624","LA CREMA P/GRIS - 750ML","1","BTL"
"06/13/0025","84583","FLIGHT SONG SAUV BLANC - 750ML","12","BTL"
"06/13/0025","301921","WYCLIFF CAL BRUT CHAMP - 750ML","50","BTL"
"06/13/0025","17487","BOTA BOX BREEZE CHARDONNAY 3L","3","BTL"
"06/13/0025","308482","LAYER CAKE P/NOIR - 750ML","2","BTL"
"06/13/0025","313932","VIEJO FEO P/NOIR ROSE - 750ML","1","BTL"
"06/13/0025","170523","FOUR SISTERS S/BLC - 6/750ML","3","BTL"
"06/13/0025","79693","NOILLY PRATT SWEET VERMOUTH - 750ML","1","BTL"
"06/13/0025","26972","YELLOW TAIL SHZ/CAB - 1.5L","4","BTL"
"06/13/0025","69027","SANTA MARGHERITA P/GRIG VALDADIGE - 750ML","12","BTL"
"06/13/0025","338975","SILVER CREEK CHARD - 750ML","1","BTL"
"06/13/0025","83989","CYT FRONTERA MALBEC - 750ML","1","BTL"
"06/13/0025","72141","LINDEMANS BIN 50 SHZ - 1.5L","3","BTL"
"06/13/0025","367712","BOTA BOX SAUVIGNON BLANC TETRA - 500ML","1","BTL"
"06/13/0025","88870","FRANCISCAN EST CAL CAB - 750ML","3","BTL"
"06/13/0025","245064","HESS MAVERICK RANCH CABERNET SAUVIGNON - 750ML","6","BTL"
"06/13/0025","32361","HAN JAN LYCHEE 375ML","4","BTL"
"06/13/0025","28606","D'ARENBERG LAUGH MAGPIE SHZ/VIOG - 750ML","6","BTL"
"06/13/0025","58319","YELLOW TAIL P/GRIG - 750ML","5","BTL"
"06/13/0025","378976","CANDONI PROSECCO EXTRA DRY - 750ML","1","BTL"
"06/13/0025","335260","STELLA ROSA BLK - 750ML","12","BTL"
"06/13/0025","87190","ST FRANCIS SONOMA CHARD - 750ML","3","BTL"
"06/13/0025","367016","FLANNERY HILL SAUVIGNON BLANC - 750ML","1","BTL"
"06/13/0025","86070","WOODBRIDGE CAB - 1.5L","24","BTL"
"06/13/0025","49994","CANYON ROAD CAL CAB - 1.5L","1","BTL"
"06/13/0025","48782","LUC BELAIRE RARE ROSE - 750ML","1","BTL"
"06/13/0025","17721","VINT CALIFORNIA CABERNET BY R MONDAVI 1.5L","6","BTL"
"06/13/0025","68128","ALAMOS SELECCION MALBEC - 750ML","21","BTL"
"06/13/0025","356276","FLYBIRD WATERMELON CUCUMBER AGAVE WINE - 750ML","12","BTL"
"06/13/0025","171292","MORELLINO DI SCANSANO ROGGIANO DOCG 750ML","2","BTL"
"06/13/0025","243214","SUN GODDESS P/GRIG RAMATO - 750ML","1","BTL"
"06/13/0025","348000","MENAGE A TROIS DECADENCE CAB 750 ML","1","BTL"
"06/13/0025","362620","AVIARY RED BLEND BIRDS OF PREY - 750ML","1","BTL"
"06/13/0025","41688","MATUA PINOT NOIR - 750ML","13","BTL"
"06/13/0025","244904","JOSH CELLARS PROSECCO ROSE - 750ML","12","BTL"
"06/13/0025","366288","BOMON SHAMPE ANGEL SAPPHIRE - 750ML","1","BTL"
"06/13/0025","84923","CYT FRONTERA CAB - 1.5L","13","BTL"
"06/13/0025","68292","SANDEMAN RUBY PORT - 750ML","2","BTL"
"06/13/0025","88630","BRANCAIA CHIANTI CLASS RISERVA - 750ML","6","BTL"
"06/13/0025","348770","TINAZZI CORVINO VERONA - 750ML","6","BTL"
"06/13/0025","303520","DECOY MERLOT - 750ML","12","BTL"
"06/13/0025","81747","BAREFOOT CEL MOSCATO - 750ML","10","BTL"
"06/13/0025","349530","BREAD & BUTTER CABERNET - 750ML","14","BTL"
"06/13/0025","80291","DONA PAULA EST MALBEC - 750ML","2","BTL"
"06/13/0025","241320","WOODBRIDGE PINOT GRIGIO GO PACK - 500ML","24","BTL"
"06/13/0025","325680","VILLARD L'APPEL DES SEREINES SYR - 750ML","6","BTL"
"06/13/0025","89720","CLOS DU BOIS P/GRIG - 750ML","6","BTL"
"06/13/0025","166279","NOBLE VINES 152 PINOT GRIGIO - 750ML","12","BTL"
"06/13/0025","43910","LAS PERDICES VIOG - 750ML","2","BTL"
"06/13/0025","167544","RANCHO LA GLORIA PINA COLADA 1.5L","2","BTL"
"06/13/0025","239584","BUZZBALLZ CHILLERS LIME 'RITA 24/CS - 187ML","0","BTL"
"06/13/0025","35769","SONOMA CUTRER RR CHARD - 750ML","13","BTL"
"06/13/0025","80932","PROPHECY RED BLEND - 750ML","1","BTL"
"06/13/0025","84900","CYT CASILLERO DEL DIABLO MALBEC - 750ML","6","BTL"
"06/13/0025","242021","MENAGE A TROIS BOURBON BARREL CAB - 750ML","2","BTL"
"06/13/0025","345207","KINDZMARAULI ORSHIMO CERAMIC - 750ML","2","BTL"
"06/13/0025","328299","VIS A VIE CAB - 750ML","12","BTL"
"06/13/0025","15412","WOODBRIDGE BUTTERY CHARD - 1.5L","4","BTL"
"06/13/0025","89753","BERINGER WH/ZIN - 750ML","1","BTL"
"06/13/0025","304986","SEGURA VIUDAS BRUT ROSE - 750ML","12","BTL"
"06/13/0025","333629","YEALANDS S/BLC - 750ML","1","BTL"
"06/13/0025","85995","WOODBRIDGE CHARD - 1.5L","6","BTL"
"06/13/0025","328179","LUNA NUDA P/GRIG - 750ML","2","BTL"
"06/13/0025","355152","RANCHO LA GLORIA MANGO MARGARITA - 1.5L","3","BTL"
"06/13/0025","62784","BRILLA PROSECCO 750ML","1","BTL"
"06/13/0025","334688","CH LA GRAVIERE RED BORD - 750ML","1","BTL"
"06/13/0025","169724","LEBNANI AHMAR RED 1L","12","BTL"
"06/13/0025","83780","CH ST MICH CHARD - 750ML","1","BTL"
"06/13/0025","40720","LUIGI BOSCA FINCA LA LN MALBEC - 750ML","12","BTL"
"06/13/0025","243941","RIONDO PROSECCO EXTRA DRY - 187ML","3","BTL"
"06/13/0025","83912","BAREFOOT CEL P/NOIR - 1.5L","7","BTL"
"06/13/0025","84789","CH ST MICH HARVEST SEL RIES - 750ML","26","BTL"
"06/13/0025","86168","CARLO ROSSI SWEET  SANGRIA - 4L","4","BTL"
"06/13/0025","313867","FERNLANDS S/BLC - 750ML","1","BTL"
"06/13/0025","373044","LEESE FITCH CAB - 750ML","2","BTL"
"06/13/0025","64750","BAREFOOT CEL W/ZIN - 750ML","25","BTL"
"06/13/0025","84895","BAREFOOT CEL MALBEC - 1.5L","7","BTL"
"06/13/0025","329022","ALVERDI P/GRIG - 750ML","12","BTL"
"06/13/0025","335589","SANTA JULIA MT RED BLEND RESA - 750ML","13","BTL"
"06/13/0025","85456","JUSTIN CAB - 750ML","5","BTL"
"06/13/0025","243916","L'ESCARELLE RUMEURS ROSE - 750ML","14","BTL"
"06/13/0025","75884","CANYON ROAD MERLOT - 750ML","12","BTL"
"06/13/0025","66206","CAVALIERE D'ORO GABBIANO P/GRIG - 1.5L","2","BTL"
"06/13/0025","83747","SUTTER HOME CAB - 1.5L","9","BTL"
"06/13/0025","384119","CAROL SHELTON WILD THING ZIN - 750ML","1","BTL"
"06/13/0025","85910","WOODBRIDGE CHARD - 750ML","12","BTL"
"06/13/0025","234266","SANTA GIULIANA TREVISO PROSECCO - 750ML","3","BTL"
"06/13/0025","350140","TIROLIRO VINHO VERDE WHITE - 750ML","1","BTL"
"06/13/0025","88429","BAREFOOT CEL STRAWBERRY FRUITSCATO - 750ML","12","BTL"
"06/13/0025","33243","MD 20/20 BLUE RASPBERRY - 750ML","3","BTL"
"06/13/0025","54241","FLYGIRL WINE DAISY","1","BTL"
"06/13/0025","67571","BAREFOOT CEL P/GRIG - 750ML","15","BTL"
"06/13/0025","309207","FINCA LA MATA - 750ML","1","BTL"
"06/13/0025","320734","CYT CASILLERO DEL DIABLO RED - 750ML","1","BTL"
"06/13/0025","46015","TIKAL PATRIOTA BONARDA/MAL - 750ML","1","BTL"
"06/13/0025","170081","CHOYA ORIGINAL UME SPARKLING 750ML","1","BTL"
"06/13/0025","83837","BLACK BOX S/BLC 6/CS - 3L","9","BTL"
"06/13/0025","297373","RAPAURA SPRINGS CLASSIC SAUV BLANC - 750ML","5","BTL"
"06/13/0025","44929","SILVER PALM CAB - 750ML","1","BTL"
"06/13/0025","232240","SILK & SPICE RED BLEND - 750ML","9","BTL"
"06/13/0025","339230","VIEJO FEO CARMENERE - 750ML","8","BTL"
"06/13/0025","168240","TEXTBOOK PASO ROBLES CABERNET SAUVIGNON 750ML","14","BTL"
"06/13/0025","20826","WOODBRIDGE P/GRIG - 750ML","1","BTL"
"06/13/0025","169843","RANCHO LA GLORIA CHOCOLATE MARTINI 750ML","1","BTL"
"06/13/0025","241384","FRANZIA S/BLANC BIB - 5L","1","BTL"
"06/13/0025","53210","SUTTER HOME P/GRIG - 750ML","12","BTL"
"06/13/0025","69483","CASA D'AMBRA ISCHIA BIANCO 750ML","2","BTL"
"06/13/0025","58041","BRANCOTT MARLBOROUGH S/BLC - 750ML","4","BTL"
"06/13/0025","362184","AZIENDA VINICOLA VILLA MONTE CHIANTI DOCG - 750ML","12","BTL"
"06/13/0025","83281","GNARLY HEAD CAB - 750ML","3","BTL"
"06/13/0025","241696","THE PRISONER CAB - 750ML","12","BTL"
"06/13/0025","170047","90+ CELLARS LOT 188 MONTEPULCIANO DOC 750 ML","4","BTL"
"06/13/0025","170682","KOOKSOONDANG RICE ORG MAKGELLI 4/6PK 350ML","24","BTL"
"06/13/0025","80747","J VINEYARDS CALIFORNIA P/GRIS - 750ML","1","BTL"
"06/13/0025","17723","VINT CALIFORNIA PINOT GRIGIO BY R MONDAVI 750ML","1","BTL"
"06/13/0025","377489","KURANUI MARLBOROUGH S/BLC - 750ML","4","BTL"
"06/13/0025","395480","ANCIANO NO.5 RIOJA CRIANZA 750ML","12","BTL"
"06/13/0025","302410","HAHN FNDR CAL P/NOIR - 750ML","1","BTL"
"06/13/0025","236114","CASA SANTOS LIMA OMG TINTO RED - 750ML","12","BTL"
"06/13/0025","340355","RAEBURN SONOMA CHARD - 750ML","1","BTL"
"06/13/0025","82889","LA MARCA PROSECCO - 750ML","9","BTL"
"06/13/0025","84984","ST HUBERTS THE STAG CAB - 750ML","1","BTL"
"06/13/0025","53228","SUTTER HOME P/GRIG - 1.5L","2","BTL"
"06/13/0025","238515","TINO PAI SAUV BLANC - 750ML","2","BTL"
"06/13/0025","80473","CHAPOUTIER BELLERUCHE ROSE - 750ML","17","BTL"
"06/13/0025","241316","WOODBRIDGE CABERNET SAUVIGNON GO PACK - 500ML","18","BTL"
"06/13/0025","89885","VENDANGE CHARD - 1.5L","1","BTL"
"06/13/0025","300239","DECOY CABERNET SAUVIGNON - 750ML","12","BTL"
"06/13/0025","73350","CYT FRONTERA S/BLC - 750ML","25","BTL"
"06/13/0025","382930","MIONETTO PRESTIGE COLL 1887 PROSECCO BRUT - 187ML","17","BTL"
"06/13/0025","83370","BOTA BOX-OLD VINES ZIN(3/CS) - 3L","6","BTL"
"06/13/0025","86029","BARON HERZOG CAB - 750ML","12","BTL"
"06/13/0025","80545","CH LA MOULINIERE RED - 750ML","4","BTL"
"06/13/0025","344373","COOPER & THIEF RED - 750ML","14","BTL"
"06/13/0025","86916","MANISCHEWITZ BLACKBERRY - 1.5L","3","BTL"
"06/13/0025","147222","BOGLE PET/SYR - 750ML","13","BTL"
"06/13/0025","405604","CATENA MAL VISTA FLORES - 750ML","12","BTL"
"06/13/0025","82236","FRANZIA BURGUNDY BIB - 5L","11","BTL"
"06/13/0025","375624","MONTECASTRILLO ROBLE - 750ML","20","BTL"
"06/13/0025","337374","ANNABELLA CHARD - 750ML","1","BTL"
"06/13/0025","167665","SILVER GATE PINOT NOIR 750ML","12","BTL"
"06/13/0025","243420","POGGIO COSTA PROSECCO BRUT - 750ML","16","BTL"
"06/13/0025","326841","JULIA JAMES P/NOIR - 750ML","7","BTL"
"06/13/0025","239590","BUZZBALLZ CHILLERS SOUR APPLE 24/CS - 187ML","73","BTL"
"06/13/0025","352982","HAN JAN APPLE - 375ML","11","BTL"
"06/13/0025","88526","BLACK BOX TART & TANGY S/BLC -3L","1","BTL"
"06/13/0025","84705","COCOBON RED BLEND - 750ML","1","BTL"
"06/13/0025","80990","PROPHECY S/BLC - 750ML","3","BTL"
"06/13/0025","354236","SERA LUCE CANS - 250ML","24","BTL"
"06/13/0025","349952","ARGENTO MALBEC - 750ML","1","BTL"
"06/13/0025","359412","EQUOIA CABERNET SAUVIGNON - 750ML","22","BTL"
"06/13/0025","164330","EL COTO RIOJA CRIANZA - 750ML","1","BTL"
"06/13/0025","21130","PENFOLDS BIN 389 CAB/SHIRAZ - 750ML","1","BTL"
"06/13/0025","83283","K JACKSON VINT RES CAB - 750ML","2","BTL"
"06/13/0025","82244","FRANZIA CHABLIS BIB - 5L","3","BTL"
"06/13/0025","83431","APOTHIC CAL ROSE - 750ML","1","BTL"
"06/13/0025","352354","LOTE 44 MALBEC - 750ML","1","BTL"
"06/13/0025","351696","TELMO & RUTH RED BLEND - 750ML","1","BTL"
